name,category,group,satisfied_with_area,local_govt_responsive,police_approval,suitable_employment,good_to_raise_kids,good_cond_of_parks,influence_over_local_govt,access_to_car,evicted,received_evict_notice,locations_in_walking_dist,safe_sidewalks,safe_biking,rec_facilities_avail,trust_neighbors,youth_have_role_models,neighbors_improving_area,safe_walking_at_night,would_save_fire_station,youth_likely_graduate_hs,youth_likely_job_w_opportunity,youth_likely_in_gang,youth_likely_abuse_drugs_alc,youth_likely_felony,very_good_self_rate_health,life_satisfaction,happy,anxious,diabetes,have_health_insurance,didnt_get_med_care,postponed_med_care,couldnt_afford_rx,altered_rx,asthma,no_medical_home,visited_er,dental_visit_past_yr,receive_emotional_support,depression,smoking,heavy_drinking,know_someone_abusing_opioids,know_someone_died_opioids,financial_insecurity,less_than_2mo_savings,negative_net_worth,underemployment,no_bank_account,food_insecurity,housing_insecurity,utility_insecurity,discrim_in_workplace,discrim_by_police,discrim_getting_service,discrim_in_housing,discrim_in_healthcare
Hamden,Race/Ethnicity,White,0.83,0.51,0.86,0.56,0.79,0.82,0.68,0.93,,,0.57,0.77,0.83,0.76,0.87,0.78,0.77,0.71,,,,,,,0.61,0.67,0.73,0.11,0.11,,0.08,0.21,0.06,,,0.14,0.26,0.7,0.66,0.1,,,,,0.33,,,,0.05,0.08,0.05,,,0.11,,,
Hamden,Race/Ethnicity,Not white,0.86,0.53,0.8,0.49,0.78,0.76,0.81,0.91,,,0.75,0.82,0.88,0.76,0.81,0.77,0.84,0.7,,,,,,,0.46,0.67,0.74,0.2,0.1,,0.09,0.19,0.12,,,0.08,0.28,0.8,0.59,0.08,,,,,0.33,,,,0.12,0.19,0.15,,,0.19,,,
Hamden,With children,No children in household,0.82,0.53,0.85,0.51,0.83,0.83,0.68,0.9,,,0.59,0.78,0.83,0.76,0.92,0.83,0.81,0.7,,,,,,,0.52,0.62,0.72,0.14,0.13,,0.06,0.21,0.07,,,0.11,0.28,0.71,0.66,0.09,,,,,0.32,,,,0.09,0.12,0.07,,,0.13,,,
Hamden,With children,Children in household,0.85,0.53,0.82,0.54,0.71,0.75,0.78,0.97,,,0.69,0.79,0.9,0.78,0.76,0.69,0.77,0.72,,,,,,,0.64,0.77,0.77,0.15,0.05,,0.12,0.17,0.1,,,0.1,0.24,0.8,0.61,0.09,,,,,0.35,,,,0.06,0.11,0.1,,,0.16,,,
Hartford,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,0.07,0.02,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,0.04,0.1
Hartford,Total,Total,0.71,0.3,0.51,0.34,0.39,0.49,0.7,0.69,0.07,0.02,0.8,0.83,0.71,0.79,0.61,0.5,0.62,0.46,0.67,0.66,0.42,0.23,0.43,0.31,0.52,0.53,0.59,0.15,0.13,0.91,0.16,0.26,0.13,0.06,0.16,0.18,0.37,0.65,0.61,0.15,0.18,0.07,0.27,0.22,0.49,0.46,0.29,0.3,0.23,0.23,0.13,0.24,0.3,0.2,0.17,0.07,0.15
Hartford,Gender,Male,0.77,0.32,0.49,0.36,0.43,0.5,0.7,0.71,0.08,0.01,0.82,0.85,0.77,0.79,0.64,0.54,0.66,0.48,,0.61,0.37,0.16,0.38,0.27,0.57,0.55,0.61,0.14,0.14,0.91,0.15,0.2,0.13,,0.1,0.2,0.32,0.64,0.62,0.15,0.2,0.08,0.27,0.29,0.5,0.4,0.22,,0.19,0.19,0.13,0.23,0.32,0.26,,0.07,0.14
Hartford,Gender,Female,0.66,0.27,0.52,0.31,0.34,0.48,0.68,0.67,0.07,0.02,0.77,0.81,0.67,0.8,0.57,0.48,0.6,0.42,,0.71,0.44,0.3,0.49,0.34,0.48,0.52,0.57,0.18,0.12,0.91,0.16,0.31,0.13,,0.21,0.15,0.42,0.66,0.61,0.15,0.16,0.07,0.27,0.17,0.49,0.53,0.35,,0.27,0.27,0.13,0.26,0.29,0.14,,0.08,0.15
Hartford,Age,Ages 18-34,0.7,0.31,0.48,0.34,0.31,0.42,0.73,0.64,0.09,,0.83,0.81,0.68,0.81,0.54,0.46,0.51,0.45,,0.63,0.4,0.26,0.44,0.31,0.59,0.44,0.56,0.17,0.05,0.9,0.16,0.29,0.14,,,,0.43,0.64,0.52,0.2,0.13,0.07,0.32,0.25,0.54,0.5,0.2,,0.22,0.29,0.18,0.25,0.27,0.21,,0.07,0.12
Hartford,Age,Ages 35-49,0.7,0.2,0.41,0.32,0.37,0.44,0.62,0.78,0.02,,0.84,0.87,0.74,0.8,0.57,0.43,0.66,0.48,,0.73,0.42,0.24,0.46,0.4,0.59,0.55,0.6,0.14,0.1,0.94,0.19,0.3,0.15,,,,0.35,0.67,0.68,0.16,0.28,0.12,0.22,0.18,0.5,0.55,0.44,,0.19,0.28,0.1,0.36,0.35,0.27,,0.09,0.21
Hartford,Age,Ages 50-64,0.72,0.24,0.47,0.3,0.31,0.49,0.63,0.63,,,0.68,0.83,0.73,0.71,0.62,0.55,0.65,0.51,,0.65,0.36,0.2,0.38,0.26,0.41,0.54,0.61,0.12,0.24,0.89,0.09,0.25,0.09,,,,0.34,0.64,0.59,0.1,0.25,0.06,0.36,0.35,0.58,0.4,0.36,,0.29,0.21,0.13,0.25,0.43,0.24,,0.07,0.23
Hartford,Age,Ages 65+,0.72,0.41,0.64,0.36,0.51,0.65,0.71,0.67,,,0.71,0.87,0.73,0.75,0.75,0.67,0.83,0.43,,0.68,0.41,0.23,0.39,0.26,0.41,0.7,0.67,0.18,0.27,0.94,0.12,0.16,0.08,,,,0.32,0.61,0.73,0.1,0.13,0.03,0.17,0.2,0.35,0.34,0.3,,0.2,0.08,0.1,0.06,0.29,0.1,,0.08,0.03
Hartford,Education,Bachelor's or higher,0.74,0.36,0.62,0.43,0.45,0.59,0.74,0.87,0,,0.74,0.9,0.79,0.77,0.69,0.53,0.7,0.54,,0.7,0.45,0.18,0.3,0.22,0.64,0.69,0.68,0.1,0.11,0.95,0.1,0.24,0.08,,,,0.27,0.76,0.72,0.1,0.08,0.07,0.24,0.18,0.31,0.35,0.21,,0.1,0.12,0.08,0.08,0.34,0.18,,0.07,0.11
Hartford,Education,High school or less,0.75,0.33,0.49,0.34,0.35,0.44,0.69,0.54,0.12,,0.82,0.76,0.65,0.78,0.57,0.49,0.57,0.42,,0.61,0.35,0.27,0.49,0.36,0.48,0.44,0.57,0.23,0.16,0.87,0.19,0.23,0.13,,0.16,,0.41,0.56,0.55,0.2,0.27,0.07,0.21,0.23,0.59,0.55,0.32,,0.4,0.32,0.17,0.25,0.26,0.19,,0.09,0.17
Hartford,Education,Some college or Associate's,0.64,0.22,0.4,0.27,0.34,0.48,0.64,0.72,0.05,,0.8,0.88,0.72,0.81,0.56,0.51,0.62,0.44,,0.69,0.46,0.23,0.46,0.31,0.49,0.49,0.55,0.12,0.09,0.92,0.17,0.31,0.19,,0.17,,0.41,0.67,0.6,0.14,0.17,0.08,0.35,0.27,0.56,0.45,0.31,,0.12,0.24,0.13,0.38,0.32,0.22,,0.06,0.15
Hartford,Income,$75K+,0.75,0.38,0.6,0.48,0.47,0.58,0.78,0.96,0.04,,0.72,0.93,0.78,0.81,0.71,0.54,0.73,0.5,,0.78,0.45,0.21,0.32,0.21,0.7,0.7,0.71,0.11,0.11,0.99,0.09,0.27,0.06,,,,0.23,0.8,0.77,0.08,,0.1,0.29,0.21,0.18,0.25,0.05,,0.08,0.11,0.13,0.14,0.33,0.27,,0.02,0.11
Hartford,Income,<$30K,0.69,0.29,0.49,0.29,0.34,0.43,0.66,0.49,0.09,,0.8,0.78,0.67,0.78,0.56,0.46,0.58,0.45,,0.6,0.37,0.25,0.47,0.36,0.43,0.41,0.48,0.2,0.16,0.86,0.19,0.27,0.15,,,,0.45,0.58,0.45,0.25,0.26,0.08,0.32,0.26,0.65,0.59,0.41,,0.35,0.35,0.18,0.28,0.38,0.19,,0.13,0.19
Hartford,Income,$30K-$75K,0.71,0.24,0.44,0.34,0.35,0.5,0.71,0.8,0.05,,0.81,0.83,0.74,0.81,0.58,0.52,0.6,0.46,,0.68,0.44,0.17,0.44,0.3,0.58,0.51,0.62,0.1,0.08,0.94,0.14,0.26,0.14,,,,0.34,0.66,0.68,0.09,0.14,0.08,0.23,0.17,0.51,0.44,0.23,,0.1,0.21,0.1,0.27,0.22,0.19,,0.04,0.13
Hartford,Race/Ethnicity,White,0.73,0.36,0.61,0.44,0.43,0.61,0.67,0.79,0,,0.78,0.88,0.76,0.78,0.7,0.52,0.68,0.5,,0.64,0.44,0.19,0.36,0.21,0.6,0.59,0.67,0.1,0.1,0.97,0.11,0.22,0.08,,,,0.28,0.71,0.63,0.12,0.16,0.05,0.4,0.3,0.32,0.39,0.2,,0.17,0.13,0.09,0.1,0.27,0.11,,0.04,0.11
Hartford,Race/Ethnicity,Black,0.71,0.21,0.44,0.32,0.41,0.45,0.74,0.65,0.08,,0.84,0.85,0.73,0.81,0.58,0.53,0.62,0.46,,0.67,0.41,0.25,0.49,0.36,0.48,0.47,0.56,0.18,0.15,0.89,0.13,0.25,0.14,,0.18,0.15,0.4,0.7,0.56,0.16,0.19,0.06,0.24,0.2,0.58,0.48,0.33,,0.19,0.28,0.18,0.28,0.32,0.24,,0.09,0.12
Hartford,Race/Ethnicity,Latino,0.73,0.35,0.53,0.33,0.31,0.46,0.7,0.7,0.11,,0.84,0.86,0.73,0.84,0.55,0.5,0.61,0.47,,0.68,0.4,0.28,0.49,0.36,0.53,0.49,0.52,0.22,0.12,0.9,0.21,0.32,0.2,,0.23,0.25,0.44,0.65,0.6,0.17,0.23,0.09,0.26,0.21,0.55,0.51,0.37,,0.32,0.33,0.16,0.23,0.23,0.21,,0.07,0.18
Hartford,With children,No children in household,0.72,0.31,0.52,0.34,0.38,0.51,0.69,0.67,0.04,0.03,0.76,0.83,0.72,0.77,0.62,0.5,0.66,0.47,,0.64,0.4,0.22,0.41,0.3,0.5,0.56,0.61,0.14,0.14,0.92,0.11,0.21,0.11,,0.12,0.17,0.31,0.64,0.67,0.13,0.15,0.06,0.26,0.23,0.47,0.45,0.28,,0.22,0.17,0.1,0.18,0.26,0.16,,0.07,0.13
Hartford,With children,Children in household,0.67,0.26,0.44,0.32,0.34,0.43,0.7,0.71,0.13,0,0.84,0.83,0.71,0.8,0.57,0.49,0.6,0.43,,0.68,0.39,0.27,0.46,0.33,0.56,0.48,0.57,0.18,0.1,0.91,0.22,0.34,0.16,,0.21,0.19,0.47,0.63,0.53,0.18,0.22,0.09,0.31,0.22,0.54,0.48,0.35,,0.23,0.34,0.19,0.35,0.4,0.29,,0.08,0.18
Hartford Inner Ring,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,0.07,0.02,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,0.04,0.1
Hartford Inner Ring,Total,Total,0.77,0.46,0.79,0.49,0.69,0.71,0.66,0.88,0.06,0.02,0.65,0.79,0.71,0.79,0.85,0.75,0.76,0.69,0.85,0.88,0.56,0.08,0.24,0.12,0.53,0.61,0.68,0.15,0.13,0.96,0.1,0.26,0.11,0.07,0.1,0.1,0.3,0.73,0.66,0.12,0.15,0.07,0.3,0.23,0.36,0.37,0.17,0.14,0.09,0.15,0.09,0.14,0.28,0.14,0.09,0.02,0.14
Hartford Inner Ring,Gender,Male,0.74,0.47,0.81,0.48,0.7,0.69,0.67,0.89,,,0.61,0.8,0.76,0.8,0.88,0.78,0.79,0.75,0.78,0.91,0.62,0.14,0.29,0.13,0.58,0.63,0.67,0.14,0.14,0.95,0.11,0.23,0.09,0.1,0.08,0.12,0.31,0.71,0.66,0.11,0.19,0.07,0.31,0.24,0.3,0.27,0.09,,0.07,0.12,0.09,0.11,0.27,0.18,0.11,0.03,0.09
Hartford Inner Ring,Gender,Female,0.78,0.44,0.76,0.51,0.7,0.7,0.63,0.88,,,0.66,0.77,0.66,0.77,0.82,0.73,0.73,0.64,0.92,0.86,0.54,0.04,0.2,0.09,0.5,0.59,0.67,0.15,0.12,0.97,0.08,0.3,0.12,0.05,0.13,0.09,0.28,0.74,0.67,0.13,0.12,0.06,0.3,0.21,0.45,0.45,0.23,,0.11,0.17,0.09,0.16,0.3,0.1,0.08,0.02,0.19
Hartford Inner Ring,Age,Ages 18-34,0.8,0.54,0.71,0.51,0.71,0.67,0.65,0.83,,,0.73,0.79,0.68,0.8,0.78,0.72,0.7,0.69,,0.82,0.57,0.12,0.29,0.18,0.59,0.55,0.63,0.24,0.06,0.94,0.11,0.36,0.16,,0.12,0.2,0.33,0.66,0.57,0.18,0.17,0.08,0.34,0.29,0.46,0.57,0.27,,0.17,0.2,0.14,0.23,0.28,0.14,,0.01,0.2
Hartford Inner Ring,Age,Ages 35-49,0.71,0.4,0.76,0.47,0.68,0.68,0.63,0.92,,,0.62,0.79,0.74,0.78,0.86,0.72,0.73,0.67,,0.91,0.59,0.08,0.23,0.12,0.55,0.56,0.62,0.14,0.07,0.98,0.11,0.34,0.09,,0.18,,0.34,0.72,0.65,0.13,0.18,0.13,0.39,0.24,0.41,0.39,0.16,,0.07,0.18,0.09,0.2,0.32,0.2,,0.05,0.16
Hartford Inner Ring,Age,Ages 50-64,0.77,0.36,0.77,0.47,0.63,0.64,0.64,0.91,,,0.61,0.8,0.73,0.76,0.83,0.75,0.78,0.75,,0.89,0.52,0.08,0.26,0.09,0.5,0.62,0.71,0.11,0.16,0.96,0.11,0.22,0.13,,,,0.24,0.77,0.69,0.11,0.18,0.05,0.33,0.24,0.35,0.25,0.13,,0.07,0.14,0.08,0.11,0.36,0.15,,0.01,0.14
Hartford Inner Ring,Age,Ages 65+,0.81,0.56,0.88,0.52,0.78,0.79,0.73,0.88,,,0.58,0.78,0.72,0.78,0.92,0.84,0.87,0.66,,0.96,0.63,0.04,0.19,0.03,0.47,0.74,0.76,0.09,0.25,0.98,0.06,0.14,0.04,,,,0.25,0.76,0.76,0.06,0.08,0.02,0.19,0.19,0.23,0.16,0.08,,0.04,0.06,0.05,0.02,0.17,0.07,,0.03,0.05
Hartford Inner Ring,Education,Bachelor's or higher,0.77,0.53,0.85,0.56,0.77,0.75,0.74,0.95,,,0.59,0.79,0.71,0.81,0.87,0.8,0.79,0.72,,0.93,0.65,0.07,0.21,0.08,0.62,0.7,0.74,0.13,0.1,0.98,0.08,0.25,0.09,,0.11,0.09,0.2,0.82,0.68,0.1,0.08,0.07,0.28,0.18,0.29,0.32,0.14,,0.06,0.1,0.06,0.1,0.28,0.12,,0.02,0.11
Hartford Inner Ring,Education,High school or less,0.81,0.4,0.71,0.47,0.66,0.65,0.59,0.83,,,0.72,0.81,0.71,0.74,0.79,0.73,0.74,0.62,,0.8,0.5,0.12,0.3,0.18,0.45,0.52,0.61,0.16,0.17,0.93,0.12,0.27,0.16,,,0.14,0.32,0.62,0.64,0.15,0.24,0.05,0.36,0.32,0.49,0.49,0.2,,0.19,0.21,0.14,0.14,0.23,0.16,,0.01,0.13
Hartford Inner Ring,Education,Some college or Associate's,0.73,0.37,0.73,0.42,0.64,0.65,0.59,0.86,,,0.65,0.76,0.7,0.77,0.86,0.71,0.74,0.69,,0.88,0.51,0.07,0.26,0.11,0.47,0.56,0.63,0.16,0.14,0.96,0.11,0.29,0.1,,0.12,0.1,0.4,0.67,0.64,0.13,0.19,0.07,0.31,0.23,0.4,0.36,0.18,,0.06,0.17,0.1,0.2,0.34,0.16,,0.04,0.18
Hartford Inner Ring,Income,<$15K,0.77,0.43,0.62,0.36,0.56,0.59,0.48,0.6,,,0.76,0.81,0.66,0.73,0.74,0.63,0.66,0.6,,,,,,,0.35,0.51,0.45,0.31,0.2,0.92,0.12,0.3,0.15,,,,0.41,0.55,0.63,0.27,0.29,,,,0.75,,,,0.42,0.27,0.14,,,0.14,,,
Hartford Inner Ring,Income,$15K-$30K,0.83,0.38,0.79,0.42,0.72,0.71,0.63,0.81,,,0.7,0.81,0.71,0.79,0.75,0.71,0.73,0.58,,0.78,0.52,0.05,0.24,0.04,0.4,0.52,0.61,0.16,0.24,0.96,0.12,0.33,0.22,,,,0.29,0.59,0.61,0.19,0.21,0.14,0.32,0.29,0.59,0.5,0.31,,0.13,0.36,0.14,0.33,0.33,0.17,,0.06,0.14
Hartford Inner Ring,Income,$30K-$50K,0.69,0.41,0.77,0.46,0.59,0.71,0.66,0.85,,,0.77,0.79,0.73,0.79,0.78,0.65,0.71,0.58,,0.87,0.57,0.1,0.37,0.18,0.48,0.51,0.66,0.17,0.12,0.96,0.1,0.25,0.11,,,,0.32,0.69,0.59,0.11,0.2,0.05,0.4,0.26,0.51,0.36,0.19,,0.08,0.23,0.16,0.12,0.28,0.13,,0,0.19
Hartford Inner Ring,Income,$50K-$75K,0.76,0.48,0.76,0.51,0.71,0.71,0.69,0.92,,,0.68,0.79,0.73,0.78,0.87,0.75,0.78,0.66,,0.83,0.53,0.16,0.24,0.16,0.52,0.55,0.59,0.15,0.11,0.95,0.09,0.29,0.13,,,,0.29,0.74,0.61,0.18,0.17,0.02,0.36,0.21,0.35,0.31,0.15,,0.07,0.14,0.09,0.17,0.24,0.17,,0.07,0.11
Hartford Inner Ring,Income,$75K-$100K,0.78,0.47,0.82,0.52,0.71,0.67,0.72,0.94,,,0.59,0.76,0.66,0.8,0.87,0.81,0.76,0.76,,0.95,0.53,0.07,0.34,0.11,0.59,0.68,0.73,0.1,0.14,0.99,0.11,0.31,0.1,,,,0.3,0.75,0.74,0.07,0.13,0.09,0.24,0.15,0.33,0.43,0.08,,0.01,0.1,0.07,0.11,0.42,0.11,,0,0.12
Hartford Inner Ring,Income,$100K+,0.77,0.5,0.82,0.58,0.76,0.73,0.67,0.97,,,0.55,0.76,0.74,0.76,0.91,0.8,0.79,0.81,,0.92,0.66,0.07,0.12,0.06,0.68,0.73,0.79,0.1,0.04,0.98,0.1,0.23,0.06,,,,0.24,0.83,0.69,0.06,0.1,0.11,0.34,0.22,0.15,0.25,0.07,,0.02,0.02,0.05,0.08,0.22,0.15,,0.01,0.17
Hartford Inner Ring,Race/Ethnicity,White,0.75,0.45,0.79,0.49,0.69,0.71,0.66,0.9,,,0.6,0.78,0.72,0.79,0.86,0.74,0.75,0.7,,0.88,0.54,0.07,0.27,0.12,0.51,0.6,0.66,0.13,0.12,0.97,0.09,0.29,0.1,,,,0.28,0.72,0.67,0.11,0.16,0.08,0.38,0.29,0.35,0.35,0.15,,0.07,0.13,0.08,0.12,0.28,0.13,,0.02,0.15
Hartford Inner Ring,Race/Ethnicity,Black,0.81,0.43,0.79,0.43,0.72,0.71,0.64,0.83,,,0.75,0.81,0.72,0.72,0.79,0.78,0.75,0.67,,0.97,0.54,0.1,0.24,0.13,0.52,0.6,0.65,0.1,0.19,0.94,0.08,0.23,0.15,,,,0.34,0.76,0.62,0.15,0.15,0.01,0.22,0.13,0.54,0.4,0.22,,0.1,0.18,0.16,0.19,0.33,0.21,,0.04,0.11
Hartford Inner Ring,Race/Ethnicity,Latino,0.83,0.4,0.57,0.33,0.7,0.67,0.71,0.85,,,0.76,0.78,0.7,0.83,0.76,0.72,0.65,0.61,,,,,,,0.6,0.54,0.64,0.24,0.08,0.92,0.13,0.26,0.22,,,,0.32,0.77,0.56,0.15,,,,,0.4,,,,0.15,0.26,0.12,,,0.22,,,
Hartford Inner Ring,With children,No children in household,0.76,0.44,0.79,0.47,0.68,0.72,0.66,0.88,,,0.62,0.78,0.71,0.76,0.87,0.76,0.77,0.69,,0.91,0.55,0.06,0.24,0.09,0.52,0.63,0.68,0.14,0.16,0.96,0.07,0.23,0.08,,0.08,0.08,0.27,0.74,0.7,0.11,0.13,0.06,0.27,0.21,0.33,0.32,0.14,,0.07,0.12,0.07,0.08,0.24,0.14,,0.02,0.11
Hartford Inner Ring,With children,Children in household,0.79,0.48,0.76,0.54,0.69,0.66,0.66,0.91,,,0.67,0.79,0.7,0.81,0.83,0.74,0.74,0.7,,0.83,0.6,0.12,0.24,0.16,0.56,0.59,0.66,0.16,0.07,0.97,0.14,0.33,0.15,,0.15,0.14,0.36,0.7,0.57,0.14,0.19,0.07,0.38,0.26,0.45,0.45,0.24,,0.12,0.2,0.13,0.25,0.36,0.15,,0.03,0.21
Hartford Outer Ring,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,0.84,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,0.07,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,0.1,0.04,0.1
Hartford Outer Ring,Total,Total,0.9,0.62,0.93,0.63,0.94,0.89,0.79,0.94,,,0.35,0.46,0.7,0.65,0.94,0.92,0.86,0.81,0.98,0.93,0.73,0.02,0.24,0.05,0.67,0.78,0.75,0.09,0.08,0.97,0.05,0.18,0.06,0.08,0.09,0.1,0.21,0.82,0.81,0.07,0.07,0.05,0.26,0.19,0.2,0.28,0.08,0.11,0.05,0.08,0.04,0.03,0.21,0.08,0.19,0,0.05
Hartford Outer Ring,Gender,Male,0.88,0.57,0.91,0.64,0.93,0.87,0.77,0.94,,,0.39,0.5,0.71,0.7,0.93,0.87,0.85,0.86,,0.94,0.77,0.02,0.29,0.05,0.66,0.79,0.74,0.08,0.08,0.94,0.05,0.17,0.04,,,,0.2,0.8,0.77,0.06,0.07,0.06,0.32,0.21,0.18,0.28,0.12,,0.06,0.09,0.04,0.02,0.23,0.12,,0,0.05
Hartford Outer Ring,Gender,Female,0.92,0.67,0.94,0.63,0.94,0.9,0.82,0.95,,,0.29,0.43,0.69,0.63,0.97,0.97,0.85,0.76,,0.95,0.69,0.04,0.19,0.05,0.67,0.76,0.76,0.1,0.08,0.99,0.05,0.19,0.08,,,,0.21,0.85,0.84,0.08,0.07,0.04,0.2,0.15,0.21,0.3,0.05,,0.04,0.07,0.05,0.05,0.2,0.04,,0,0.04
Hartford Outer Ring,Age,Ages 18-34,0.9,0.46,0.9,0.63,0.93,0.88,0.79,0.92,,,0.46,0.58,0.72,0.66,0.87,0.88,0.87,0.76,,,,,,,0.76,0.68,0.69,0.19,0.02,0.96,0.13,0.28,0.09,,,,0.26,0.7,0.78,0.16,,,,,0.38,,,,0.07,0.17,0.05,,,0.12,,,
Hartford Outer Ring,Age,Ages 35-49,0.91,0.52,0.93,0.64,0.9,0.81,0.8,0.92,,,0.36,0.47,0.65,0.66,0.92,0.92,0.82,0.81,,0.94,0.76,0,0.21,0,0.6,0.77,0.77,0.06,0.05,0.93,0.08,0.2,0.07,,,,0.22,0.81,0.72,0.07,,0.06,0.34,0.18,0.2,0.41,0.14,,0.07,0.11,0.05,0.05,0.21,0.1,,0,0.02
Hartford Outer Ring,Age,Ages 50-64,0.88,0.67,0.93,0.58,0.93,0.91,0.77,0.97,,,0.25,0.44,0.72,0.59,0.98,0.92,0.86,0.83,,0.98,0.75,0.02,0.23,0.05,0.69,0.79,0.74,0.06,0.06,0.98,0.02,0.19,0.05,,,,0.16,0.85,0.81,0.03,0.05,0.04,0.28,0.2,0.17,0.17,0.03,,0.04,0.05,0.03,0.01,0.27,0.07,,0,0.05
Hartford Outer Ring,Age,Ages 65+,0.92,0.74,0.95,0.7,0.98,0.92,0.85,0.96,,,0.28,0.38,0.69,0.72,0.99,0.96,0.86,0.79,,0.96,0.7,0.05,0.24,0.06,0.59,0.86,0.82,0.11,0.21,0.99,0,0.08,0.06,,,,0.23,0.9,0.89,0.04,0.05,,,,0.1,0.16,0.01,,0.04,0.02,0.05,,0.21,0.04,,0,
Hartford Outer Ring,Education,Bachelor's or higher,0.9,0.63,0.93,0.65,0.95,0.91,0.84,0.98,,,0.29,0.46,0.71,0.66,0.95,0.94,0.86,0.85,,0.98,0.77,0.01,0.21,0.05,0.73,0.81,0.78,0.08,0.05,0.99,0.02,0.17,0.05,,,,0.14,0.86,0.82,0.04,,0.03,0.27,0.18,0.17,0.24,0.06,,0.03,0.06,0.04,0.04,0.21,0.09,,0,0.05
Hartford Outer Ring,Education,High school or less,0.9,0.47,0.9,0.54,0.87,0.78,0.63,0.83,,,0.47,0.51,0.66,0.6,0.86,0.73,0.81,0.64,,,,,,,0.61,0.75,0.69,0.14,0.13,0.88,0.16,0.15,0.09,,,,0.33,0.68,0.76,0.14,,,,,0.28,,,,0.16,0.14,0.06,,,0.09,,,
Hartford Outer Ring,Education,Some college or Associate's,0.92,0.69,0.97,0.67,0.93,0.88,0.85,0.95,,,0.34,0.45,0.69,0.69,0.99,0.98,0.89,0.83,,0.97,0.74,0.06,0.32,0.04,0.59,0.75,0.74,0.09,0.12,0.97,0.05,0.2,0.09,,,,0.3,0.85,0.79,0.08,,0.05,0.22,0.18,0.22,0.31,0.09,,0.02,0.09,0.06,0.02,0.22,0.06,,0,0.04
Hartford Outer Ring,Income,$75K+,0.91,0.63,0.93,0.66,0.96,0.92,0.83,0.97,,,0.29,0.43,0.7,0.66,0.97,0.94,0.87,0.84,,,0.82,,,,0.71,0.83,0.78,0.08,0.06,0.99,0.02,0.17,0.05,,,,0.19,0.87,0.83,0.05,,0.05,0.34,0.2,0.11,,,,0.02,0.04,0.04,0.02,,0.08,,,0.04
Hartford Outer Ring,Income,<$30K,0.89,0.52,0.89,0.52,0.82,0.77,0.71,0.78,,,0.46,0.55,0.68,0.61,0.8,0.82,0.74,0.62,,,0.56,,,,0.54,0.62,0.65,0.17,0.11,0.92,0.13,0.14,0.06,,,,0.31,0.55,0.74,0.22,,,,,0.43,,,,0.24,0.13,0.06,,,0.08,,,
Hartford Outer Ring,Income,$30K-$75K,0.87,0.58,0.94,0.63,0.9,0.88,0.81,0.95,,,0.42,0.52,0.72,0.67,0.96,0.91,0.89,0.78,,,0.62,,,,0.65,0.74,0.75,0.1,0.13,0.92,0.09,0.25,0.09,,,,0.19,0.81,0.75,0.06,,0.06,0.18,0.19,0.34,,,,0.05,0.16,0.02,0.06,,0.06,,,0.04
Hartford Outer Ring,Race/Ethnicity,White,0.9,0.63,0.92,0.64,0.94,0.91,0.81,0.95,,,0.31,0.43,0.7,0.64,0.95,0.92,0.87,0.84,,,,,,,0.68,0.79,0.75,0.09,0.08,0.98,0.04,0.18,0.06,,,,0.21,0.83,0.82,0.05,,,,,0.2,,,,0.04,0.06,0.05,,,0.07,,,
Hartford Outer Ring,Race/Ethnicity,Not white,0.89,0.52,0.91,0.63,0.86,0.76,0.78,0.87,,,0.57,0.68,0.66,0.73,0.87,0.88,0.82,0.7,,,,,,,0.62,0.7,0.71,0.16,0.07,0.87,0.13,0.2,0.11,,,,0.25,0.75,0.73,0.19,,,,,0.25,,,,0.15,0.19,0.05,,,0.18,,,
Hartford Outer Ring,With children,No children in household,0.89,0.63,0.93,0.6,0.93,0.88,0.8,0.95,,,0.3,0.43,0.67,0.63,0.93,0.89,0.83,0.77,,0.93,0.7,0.03,0.22,0.06,0.66,0.78,0.75,0.1,0.1,0.98,0.03,0.16,0.05,,,,0.21,0.85,0.81,0.05,0.07,0.03,0.21,0.2,0.19,0.3,0.1,,0.07,0.07,0.05,0.01,0.22,0.08,,0,0.05
